id_player;turn_number;position_clicked;time_until_match;suggestion_type;position_suggested;robot_type;match;game_ended
16;1;[0, 0];0:18;none;none;ToM;False;False
16;2;[0, 1];0:18;none;none;ToM;False;False
16;3;[0, 2];0:19;none;none;ToM;False;False
16;4;[0, 3];0:19;none;none;ToM;False;False
16;5;[0, 4];0:19;none;none;ToM;False;False
16;6;[0, 5];0:20;none;none;ToM;False;False
16;7;[1, 0];0:21;none;none;ToM;False;False
16;8;[0, 1];0:37;column;1;ToM;True;False
16;9;[1, 1];0:25;none;none;ToM;False;False
16;10;[0, 0];0:36;none;none;ToM;True;False
16;11;[1, 2];0:1;none;none;ToM;False;False
16;12;[1, 3];0:2;none;none;ToM;False;False
16;13;[1, 4];0:2;none;none;ToM;False;False
16;14;[1, 5];0:8;row;1;ToM;True;False
16;15;[2, 3];0:0;none;none;ToM;False;False
16;16;[2, 4];0:1;none;none;ToM;False;False
16;17;[1, 2];0:2;none;none;ToM;False;False
16;18;[2, 0];0:4;column;0;ToM;True;False
16;19;[3, 0];0:1;none;none;ToM;False;False
16;20;[2, 2];0:2;none;none;ToM;False;False
16;21;[0, 3];0:3;none;none;ToM;False;False
16;22;[2, 4];0:22;row;2;ToM;False;False
16;23;[0, 4];0:25;card;[0, 4];ToM;False;False
16;24;[2, 4];0:26;row;2;ToM;True;False
16;25;[0, 3];0:4;none;none;ToM;False;False
16;26;[2, 5];0:8;none;none;ToM;True;False
16;27;[0, 5];0:1;none;none;ToM;False;False
16;28;[2, 2];0:3;none;none;ToM;True;False
16;29;[0, 2];0:1;none;none;ToM;False;False
16;30;[2, 3];0:9;none;none;ToM;True;False
16;31;[1, 3];0:1;none;none;ToM;False;False
16;32;[3, 1];0:4;none;none;ToM;True;False
16;33;[2, 1];0:0;none;none;ToM;False;False
16;34;[3, 2];0:3;none;none;ToM;True;False
16;35;[3, 0];0:0;none;none;ToM;False;False
16;36;[3, 3];0:1;none;none;ToM;False;False
16;37;[3, 4];0:2;none;none;ToM;False;False
16;38;[3, 0];0:3;none;none;ToM;True;False
16;39;[3, 3];0:0;none;none;ToM;False;False
16;40;[3, 5];0:1;none;none;ToM;True;True
16;1;[0, 0];0:16;none;none;ToM;False;False
16;2;[1, 3];0:17;none;none;ToM;True;False
16;3;[0, 1];0:1;none;none;ToM;False;False
16;4;[2, 5];0:3;none;none;ToM;True;False
16;5;[0, 2];0:1;none;none;ToM;False;False
16;6;[1, 0];0:10;none;none;ToM;True;False
16;7;[2, 1];0:1;none;none;ToM;False;False
16;8;[1, 5];0:5;none;none;ToM;True;False
16;9;[3, 5];0:1;none;none;ToM;False;False
16;10;[1, 4];0:4;none;none;ToM;True;False
16;11;[3, 3];0:1;none;none;ToM;False;False
16;12;[2, 3];0:7;none;none;ToM;False;False
16;13;[0, 3];0:8;none;none;ToM;False;False
16;14;[3, 1];0:9;none;none;ToM;True;False
16;15;[1, 1];0:1;column;1;ToM;False;False
16;16;[2, 3];0:7;none;none;ToM;True;False
16;17;[1, 2];0:1;none;none;ToM;False;False
16;18;[3, 4];0:5;none;none;ToM;True;False
16;19;[2, 2];0:2;none;none;ToM;False;False
16;20;[0, 5];0:4;none;none;ToM;True;False
16;21;[0, 4];0:2;none;none;ToM;False;False
16;22;[2, 0];0:5;none;none;ToM;False;False
16;23;[3, 0];0:5;none;none;ToM;False;False
16;24;[3, 2];0:6;none;none;ToM;True;False
16;25;[3, 3];0:1;none;none;ToM;False;False
16;26;[0, 4];0:3;none;none;ToM;True;False
16;27;[2, 4];0:0;none;none;ToM;False;False
16;28;[2, 0];0:1;none;none;ToM;True;True
