id_player;turn_number;position_clicked;time_until_match;suggestion_type;position_suggested;robot_type;match;game_ended
23;1;[0, 0];0:2;none;none;faulty;False;False
23;2;[0, 4];0:4;none;none;faulty;True;False
23;3;[0, 1];0:5;none;none;faulty;False;False
23;4;[3, 5];0:5;none;none;faulty;True;False
23;5;[1, 0];0:1;none;none;faulty;False;False
23;6;[3, 0];0:2;none;none;faulty;True;False
23;7;[2, 0];0:1;none;none;faulty;False;False
23;8;[2, 1];0:9;none;none;faulty;True;False
23;9;[0, 2];0:12;none;none;faulty;False;False
23;10;[0, 3];0:14;none;none;faulty;False;False
23;11;[1, 1];0:15;none;none;faulty;False;False
23;12;[1, 2];0:15;none;none;faulty;False;False
23;13;[1, 2];0:16;row;2;faulty;False;False
23;14;[3, 4];0:16;card;[1, 2];faulty;False;False
23;15;[3, 4];0:19;card;[3, 4];faulty;False;False
23;16;[0, 3];0:19;none;none;faulty;True;False
23;17;[1, 2];0:14;column;3;faulty;False;False
23;18;[3, 2];0:14;none;none;faulty;True;False
23;19;[2, 4];0:1;none;none;faulty;False;False
23;20;[0, 2];0:2;none;none;faulty;True;False
23;21;[0, 5];0:1;none;none;faulty;False;False
23;22;[1, 4];0:2;none;none;faulty;False;False
23;23;[2, 3];0:3;none;none;faulty;False;False
23;24;[1, 5];0:3;none;none;faulty;True;False
23;25;[2, 5];0:2;card;[1, 5];faulty;False;False
23;26;[1, 3];0:4;none;none;faulty;False;False
23;27;[0, 5];0:5;none;none;faulty;False;False
23;28;[1, 4];0:6;none;none;faulty;False;False
23;29;[2, 5];0:7;none;none;faulty;False;False
23;30;[1, 3];0:8;none;none;faulty;False;False
23;31;[3, 3];0:8;none;none;faulty;False;False
23;32;[2, 2];0:9;none;none;faulty;False;False
23;33;[1, 1];0:10;none;none;faulty;False;False
23;34;[1, 4];0:11;none;none;faulty;False;False
23;35;[1, 3];0:11;none;none;faulty;False;False
23;36;[1, 4];0:12;none;none;faulty;True;False
23;37;[2, 5];0:1;none;none;faulty;False;False
23;38;[1, 1];0:1;none;none;faulty;True;False
23;39;[0, 5];0:1;none;none;faulty;False;False
23;40;[2, 2];0:2;none;none;faulty;True;False
23;41;[3, 3];0:1;none;none;faulty;False;False
23;42;[3, 1];0:1;none;none;faulty;True;True
