id_player;turn_number;position_clicked;time_until_match;suggestion_type;position_suggested;robot_type;match;game_ended
18;1;[0, 0];0:0;none;none;faulty;False;False
18;2;[0, 1];0:1;none;none;faulty;False;False
18;3;[1, 0];0:1;none;none;faulty;False;False
18;4;[1, 1];0:2;none;none;faulty;True;False
18;5;[2, 0];0:1;none;none;faulty;False;False
18;6;[2, 1];0:1;none;none;faulty;False;False
18;7;[0, 0];0:2;none;none;faulty;False;False
18;8;[2, 1];0:3;none;none;faulty;True;False
18;9;[2, 0];0:1;row;2;faulty;False;False
18;10;[3, 0];0:2;none;none;faulty;False;False
18;11;[3, 1];0:2;none;none;faulty;False;False
18;12;[2, 4];0:29;none;none;faulty;True;False
18;13;[1, 3];0:1;card;[2, 4];faulty;False;False
18;14;[2, 3];0:4;none;none;faulty;False;False
18;15;[1, 4];0:5;none;none;faulty;False;False
18;16;[0, 3];0:6;none;none;faulty;True;False
18;17;[1, 3];0:1;card;[0, 3];faulty;False;False
18;18;[0, 2];0:2;none;none;faulty;False;False
18;19;[0, 4];0:3;none;none;faulty;False;False
18;20;[0, 5];0:8;none;none;faulty;True;False
18;21;[3, 5];0:1;card;[0, 5];faulty;False;False
18;22;[1, 2];0:2;none;none;faulty;False;False
18;23;[2, 3];0:3;none;none;faulty;False;False
18;24;[2, 5];0:7;none;none;faulty;False;False
18;25;[3, 3];0:9;card;[2, 5];faulty;False;False
18;26;[2, 0];0:9;none;none;faulty;True;False
18;27;[3, 0];0:2;column;0;faulty;False;False
18;28;[0, 2];0:4;none;none;faulty;False;False
18;29;[0, 1];0:6;none;none;faulty;False;False
18;30;[2, 2];0:16;none;none;faulty;True;False
18;31;[1, 2];0:1;column;2;faulty;False;False
18;32;[0, 2];0:2;none;none;faulty;False;False
18;33;[1, 3];0:3;none;none;faulty;False;False
18;34;[1, 2];0:4;none;none;faulty;True;False
18;35;[2, 3];0:0;column;2;faulty;False;False
18;36;[0, 2];0:1;none;none;faulty;False;False
18;37;[1, 5];0:2;none;none;faulty;False;False
18;38;[0, 2];0:4;none;none;faulty;True;False
18;39;[3, 5];0:0;none;none;faulty;False;False
18;40;[2, 3];0:1;none;none;faulty;True;False
18;41;[3, 4];0:1;none;none;faulty;False;False
18;42;[2, 5];0:1;none;none;faulty;False;False
18;43;[3, 2];0:2;none;none;faulty;False;False
18;44;[3, 4];0:3;none;none;faulty;True;False
18;45;[3, 0];0:1;none;none;faulty;False;False
18;46;[2, 5];0:1;none;none;faulty;True;True
