id_player;turn_number;position_clicked;time_until_match;suggestion_type;position_suggested;robot_type;match;game_ended
14;1;[0, 0];0:1;none;none;ToM;False;False
14;2;[0, 1];0:2;none;none;ToM;False;False
14;3;[0, 2];0:3;none;none;ToM;False;False
14;4;[0, 3];0:3;none;none;ToM;False;False
14;5;[0, 4];0:4;none;none;ToM;False;False
14;6;[0, 5];0:5;none;none;ToM;False;False
14;7;[1, 0];0:6;none;none;ToM;False;False
14;8;[0, 4];0:9;column;4;ToM;False;False
14;9;[1, 4];0:10;none;none;ToM;False;False
14;10;[1, 0];0:10;row;1;ToM;True;False
14;11;[2, 4];0:1;none;none;ToM;False;False
14;12;[0, 4];0:3;none;none;ToM;False;False
14;13;[0, 0];0:4;none;none;ToM;False;False
14;14;[3, 3];0:4;column;3;ToM;True;False
14;15;[0, 1];0:2;none;none;ToM;False;False
14;16;[1, 1];0:3;none;none;ToM;False;False
14;17;[1, 2];0:4;none;none;ToM;False;False
14;18;[3, 1];0:4;row;3;ToM;False;False
14;19;[2, 1];0:6;card;[2, 1];ToM;False;False
14;20;[0, 1];0:7;row;0;ToM;False;False
14;21;[2, 1];0:10;card;[2, 1];ToM;False;False
14;22;[0, 4];0:10;column;4;ToM;True;False
14;23;[2, 4];0:1;none;none;ToM;False;False
14;24;[0, 3];0:3;none;none;ToM;False;False
14;25;[0, 1];0:4;none;none;ToM;False;False
14;26;[1, 5];0:4;column;5;ToM;False;False
14;27;[0, 5];0:6;card;[0, 5];ToM;False;False
14;28;[0, 1];0:6;column;1;ToM;True;False
14;29;[2, 5];0:1;none;none;ToM;False;False
14;30;[2, 3];0:3;none;none;ToM;False;False
14;31;[3, 5];0:3;none;none;ToM;False;False
14;32;[1, 1];0:5;row;1;ToM;False;False
14;33;[3, 1];0:6;card;[3, 1];ToM;False;False
14;34;[1, 3];0:8;column;3;ToM;False;False
14;35;[3, 1];0:12;card;[3, 1];ToM;False;False
14;36;[0, 3];0:15;column;3;ToM;True;False
14;37;[1, 2];0:2;none;none;ToM;False;False
14;38;[3, 0];0:3;none;none;ToM;False;False
14;39;[2, 0];0:4;none;none;ToM;False;False
14;40;[2, 3];0:5;column;3;ToM;False;False
14;41;[3, 5];0:7;card;[3, 5];ToM;False;False
14;42;[2, 2];0:10;column;2;ToM;False;False
14;43;[3, 2];0:11;card;[3, 2];ToM;False;False
14;44;[1, 3];0:11;column;3;ToM;False;False
14;45;[3, 2];0:12;card;[0, 2];ToM;False;False
14;46;[1, 3];0:12;column;3;ToM;False;False
14;47;[2, 0];0:15;card;[2, 0];ToM;False;False
14;48;[1, 3];0:17;row;1;ToM;True;False
14;49;[2, 2];0:1;none;none;ToM;False;False
14;50;[0, 2];0:4;none;none;ToM;False;False
14;51;[2, 3];0:5;none;none;ToM;False;False
14;52;[3, 2];0:7;column;2;ToM;True;False
14;53;[1, 1];0:1;none;none;ToM;False;False
14;54;[0, 2];0:3;none;none;ToM;True;False
14;55;[1, 2];0:1;none;none;ToM;False;False
14;56;[3, 4];0:3;none;none;ToM;False;False
14;57;[2, 2];0:4;none;none;ToM;False;False
14;58;[3, 0];0:5;none;none;ToM;False;False
14;59;[1, 2];0:6;none;none;ToM;False;False
14;60;[2, 4];0:7;none;none;ToM;False;False
14;61;[2, 2];0:8;none;none;ToM;False;False
14;62;[3, 4];0:9;none;none;ToM;False;False
14;63;[3, 5];0:9;none;none;ToM;False;False
14;64;[1, 2];0:10;none;none;ToM;True;False
14;65;[2, 5];0:1;none;none;ToM;False;False
14;66;[3, 0];0:3;none;none;ToM;True;False
14;67;[2, 2];0:0;none;none;ToM;False;False
14;68;[1, 5];0:1;none;none;ToM;True;False
14;69;[2, 4];0:1;none;none;ToM;False;False
14;70;[3, 4];0:2;none;none;ToM;True;True
14;1;[0, 0];0:1;none;none;ToM;False;False
14;2;[0, 1];0:3;none;none;ToM;False;False
14;3;[0, 2];0:4;none;none;ToM;False;False
14;4;[0, 3];0:4;none;none;ToM;False;False
14;5;[0, 4];0:5;none;none;ToM;False;False
14;6;[0, 5];0:6;none;none;ToM;False;False
14;7;[1, 0];0:7;none;none;ToM;False;False
14;8;[0, 2];0:11;none;none;ToM;True;False
14;9;[1, 2];0:0;row;0;ToM;False;False
14;10;[3, 2];0:1;none;none;ToM;True;False
14;11;[1, 4];0:9;none;none;ToM;False;False
14;12;[2, 4];0:9;none;none;ToM;True;False
14;13;[0, 4];0:1;none;none;ToM;False;False
14;14;[2, 5];0:1;none;none;ToM;True;False
14;15;[3, 5];0:8;none;none;ToM;False;False
14;16;[2, 2];0:9;none;none;ToM;True;False
14;17;[1, 1];0:1;none;none;ToM;False;False
14;18;[2, 0];0:3;none;none;ToM;False;False
14;19;[0, 1];0:4;none;none;ToM;False;False
14;20;[1, 5];0:4;none;none;ToM;True;False
14;21;[1, 3];0:1;row;1;ToM;False;False
14;22;[0, 3];0:3;none;none;ToM;False;False
14;23;[2, 3];0:4;none;none;ToM;False;False
14;24;[0, 0];0:4;none;none;ToM;True;False
14;25;[2, 0];0:1;column;0;ToM;False;False
14;26;[0, 3];0:2;none;none;ToM;True;False
14;27;[1, 3];0:1;none;none;ToM;False;False
14;28;[3, 1];0:2;none;none;ToM;False;False
14;29;[2, 1];0:3;none;none;ToM;False;False
14;30;[3, 3];0:4;none;none;ToM;False;False
14;31;[3, 4];0:5;none;none;ToM;False;False
14;32;[2, 1];0:6;none;none;ToM;True;False
14;33;[1, 1];0:0;none;none;ToM;False;False
14;34;[0, 5];0:2;none;none;ToM;False;False
14;35;[1, 3];0:3;none;none;ToM;False;False
14;36;[0, 5];0:4;none;none;ToM;True;False
14;37;[3, 3];0:0;none;none;ToM;False;False
14;38;[1, 1];0:1;none;none;ToM;False;False
14;39;[3, 1];0:2;none;none;ToM;False;False
14;40;[1, 1];0:3;none;none;ToM;True;False
14;41;[3, 0];0:0;none;none;ToM;False;False
14;42;[3, 3];0:1;none;none;ToM;True;True
